material_id,pretty_formula,icsd_ids
mp-1188928,In9Cu11,[180115]
mp-1190095,HoSiPt2,[639610]
mp-1190367,SrCdAs2O7,[430289]
mp-1191062,BaReH9,"[247104, 247105]"
mp-1192576,ErWBrO4,[428637]
mp-1194302,Cs3FeSe3,[73063]
mp-1195547,LaTl(PSe3)2,[195325]
mp-1196645,Cd2SO6,[653]
mp-1196894,TbCo5P3,[624639]
mp-1196958,V6O13,"[281620, 281619]"
mp-1197319,Al2Bi7Ru(BrCl4)2,[424411]
mp-1198019,ReN2(OF2)4,[83700]
mp-1198817,Gd4(SiS4)3,[636341]
mp-1199220,Eu3Rh4Pb13,[631512]
mp-1199364,K2U(SO6)2,[421094]
mp-1200042,MnGa2P3H4NO14,[59393]
mp-1200753,Ho3Rh2,[639619]
mp-1201301,K2Hf2O5,[180185]
mp-1201525,Na2MoH2O3F4,[260765]
mp-1203004,Li9Mg3P4O16F3,[426103]
mp-1204057,SiO2,[86206]
mp-1204197,Ba5Mn3O12F,"[184843, 184842]"
mp-1204410,VIr,[169388]
mp-1205012,Ca10Si3Pt7,[424522]
mp-1214073,Cs2MnH12(SeO7)2,[409747]
mp-1238027,Sr(NiB)2,[615019]
mp-1264,CdAu3,"[611675, 58414]"
mp-1278154,Sr2FeWO6,"[78678, 78677]"
mp-13287,BaCuTeF,[245624]
mp-13382,CeZnPd,"[420208, 656588]"
mp-13868,PdF4,[1555]
mp-14193,K2ThF6,"[425821, 425820, 31609]"
mp-14406,Ba2Re6S11,"[30737, 201072]"
mp-15238,Ho4C5,[84871]
mp-1570,YFe2,"[634107, 634075, 634084, 150744, 634114, 634117, 634079, 634091, 634102, 601992, 634100, 634108, 634083, 634103, 634099, 634097, 57792, 603459, 632234, 634085, 632228, 634088, 103697, 103698, 634105, 634096, 106699, 634106, 634122]"
mp-15785,KDyS2,[44946]
mp-15931,NdCrS3,[88976]
mp-16600,Dy2B4O9,[412659]
mp-16731,YP,"[185495, 160145]"
mp-17545,V2Zn3O8,[23776]
mp-17660,SrPrCuSe3,[414181]
mp-17667,Sr3AlSb3,[52652]
mp-17700,SnWO4,[2147]
mp-1798,CeMg3,"[621483, 621489, 402095, 621315, 102217, 102218]"
mp-18075,Na2TiF6,[24477]
mp-18093,Al2Mo3C,[42917]
mp-18483,Rb6Si2O7,[411664]
mp-19157,LaMnO3,"[150258, 150260, 54919]"
mp-19207,Sr2CoWO6,"[190596, 97662, 245469]"
mp-19735,La2CuO4,"[73913, 56528, 19003, 73911, 173894, 68381, 73910, 67836, 173892, 73909, 81152, 41643, 73912, 74150]"
mp-19899,Dy3SnC,[56406]
mp-20072,LaCuO2,[18102]
mp-20083,ScCuSi,[86391]
mp-20373,Co3B,"[612862, 44339, 612873, 612882, 612865, 603543]"
mp-20703,Dy3Co6Sn5,[152094]
mp-20796,InPt3C,[77040]
mp-20963,Tb3PbC,[77237]
mp-21094,InFeO3,"[80469, 71010]"
mp-21211,InFeCo2,[102392]
mp-21225,Pu(SiOs)2,"[73038, 604295]"
mp-2152,YNi5,"[54422, 603868, 647093, 647084, 647075, 659941, 647089, 647059, 105462, 105463, 647101]"
mp-2168,SnSe,"[291153, 50561, 651925, 100673, 50562, 50558, 50559, 50564, 50560, 52423, 50563]"
mp-21706,GdAl3(PbO4)2,[404479]
mp-21844,UTl3,"[653330, 106194]"
mp-22187,Gd(GeRh)2,"[635780, 635776, 53612]"
mp-2279,PuSn3,"[649978, 157521, 105874]"
mp-22793,AlFe3C,"[43853, 656541]"
mp-22894,AgI,"[200104, 79677, 63655, 62789, 31054, 65063, 62790, 62792, 200102, 15589, 200103, 62791, 161580, 56553, 79678, 27845]"
mp-23412,SbCl4F,"[30629, 74783]"
mp-23414,Sc4NCl6,"[201978, 201979]"
mp-23514,BiSI,"[25575, 23631]"
mp-24294,HgHClO4,[59874]
mp-24338,Sr5As3H,[173027]
mp-24381,H5ClO2,[15353]
mp-24814,KBH4,[160986]
mp-27362,Nb(SCl)2,"[10484, 25631]"
mp-27503,LiV3O8,"[40417, 16689]"
mp-27664,TiPCl9,[23137]
mp-27709,Bi6Br7,"[426515, 1561]"
mp-27830,Cs2SeCl6,[26693]
mp-27878,NaSb5O8,[28494]
mp-27891,Bi2SO2,[29451]
mp-27892,B5H11N2,[20841]
mp-28095,Au2Se2O7,[37009]
mp-28491,Cu2SO4,[40452]
mp-2892,BaNd2O4,"[81380, 427484, 96546, 78486, 81379]"
mp-29373,KAlSb4,[300157]
mp-30863,Sc57Rh13,[105922]
mp-31049,NdO2,[62228]
mp-3762,VCu3S4,"[36169, 628955, 628945, 628957, 15490, 183993, 628947, 402891, 1414, 36298]"
mp-3772,Cd(GaSe2)2,"[30908, 93761, 619889, 25644, 619900, 619895, 52802, 184996, 163949, 2287, 619892]"
mp-395,ZrAl3,"[107130, 609737, 191008, 107903, 609749, 609706, 603592, 190892, 106259]"
mp-4139,Nb4GaS8,"[170657, 634782, 158313, 158312]"
mp-489,Ge4Ir,[53655]
mp-505361,Ti4Fe2O,[100839]
mp-505539,Cr5As3,[43899]
mp-510226,U2CuAs2(H4O5)4,[97287]
mp-541424,Na3V(SO4)3,[75220]
mp-542003,Yb2Ni12P7,"[646186, 90271, 602514]"
mp-542662,Ga2Te2Cl7,[59914]
mp-542879,Nd12Ni6Sn,[160054]
mp-546707,Na4CO4,[245408]
mp-554541,Sr4Cr3O9,[85045]
mp-556679,Na2Ca3Si3O10,"[28016, 36399]"
mp-557561,Sm6Si4S17,[160118]
mp-558194,NaLaMgWO6,"[172413, 174386, 187079]"
mp-558390,RbGa2P5O16,[413834]
mp-558713,LiAlSiO4,[38167]
mp-559520,In2Ag3(PO4)3,[245002]
mp-559916,Na17Al5O16,[32600]
mp-560685,K2Ge(IO3)6,[2826]
mp-560947,Ag4S(NO)2,[23111]
mp-560973,SiO2,"[55948, 167786]"
mp-565700,Ti8O15,"[9041, 35123]"
mp-567122,Sm11Cd45,[2246]
mp-567824,K2NaCo(CN)6,[59917]
mp-568043,MnH16C4(NCl2)2,[110453]
mp-568452,Ce3Si11Pt23,[95229]
mp-569889,CsC3(SeN)3,[4101]
mp-570122,Cr3Te4,[626873]
mp-570867,Er3Mn3Ga2Si,[99078]
mp-570981,Ce2Al16Pt9,[163921]
mp-571516,CdI2,[42315]
mp-571559,CdI2,"[42171, 42222]"
mp-581877,Cs2Zr(Si2O5)3,[81440]
mp-582813,K10In5Sb9,[56323]
mp-6137,Mg4P6SN12,"[65838, 642665]"
mp-614895,Pu3In,[59510]
mp-615820,Pu2Pt,[2256]
mp-6336,Na3In(PO4)2,"[90940, 81432]"
mp-638084,DyNiGe2,[170340]
mp-648140,Na2Al2S3(Cl4O3)2,[35265]
mp-650858,Co6Ge2(CO)19,[49719]
mp-651434,K2Mn2(MoO4)3,[62294]
mp-6648,KLiB4O7,"[93601, 280296]"
mp-680184,TaSe2,[89368]
mp-680450,K2LiSn4,[411279]
mp-704114,VBi(PbO3)2,"[281512, 281006]"
mp-704115,Cr2P4Pb3O16,"[20094, 165645]"
mp-704975,Cs5CeNi2(NO2)12,[24540]
mp-707961,KB3(H3O4)2,[60889]
mp-720808,H2Ru6(CO)17,[63702]
mp-721300,Ca2B5H2ClO10,[31206]
mp-721618,SrB6(H4O7)2,[27473]
mp-738610,LiH20C8ClO4,[151063]
mp-744577,FeP2HO7,[65619]
mp-7462,Hg2SeO4,[15006]
mp-752783,Ca2CuB2(HO)12,[202148]
mp-7595,GeF2,"[424210, 424201, 18030]"
mp-766021,KH(IO3)2,[200742]
mp-7670,K2Se3,[1264]
mp-774708,ZnH12C3S4(N3O2)2,"[279574, 240960]"
mp-7844,Mg3As2,[24485]
mp-8959,CsK2PdF5,[72301]
mp-910,NbC,"[618465, 77214, 187077, 618456, 181792, 618453, 94449, 618472, 183163, 237582, 618457, 159872, 618480, 618475, 618482, 618469, 155164, 618466, 44355, 618450, 618458, 618449, 44496, 618463, 618462, 618460, 618481, 618471, 618476, 181052, 601142, 618448, 189089, 618478, 26955, 618473, 618484, 618483]"
mp-9573,NaBeAs,[100091]
mp-973769,Hf6Al16Os7,[608133]
mp-976597,Ho2Co7B3,[613119]
mp-998949,TiPt,"[649765, 184442]"
mp-10003,Nb4CoSi,[43233]
mp-1002227,RbSb,[191490]
mp-1006878,BaO2,[180398]
mp-1010136,Cu,"[248436, 248435]"
mp-1017567,Hf2SN2,[250915]
mp-1018071,MnFe2Ge,[186065]
mp-1018900,PrCuPb,[628687]
mp-1025282,Ti(VTe2)2,[653087]
mp-1025294,CdAsPd5,[609974]
mp-1057286,CsH,"[53236, 69597]"
mp-1068685,U2PtC2,"[618656, 618660, 618659]"
mp-1070275,Al3Tc2,[609482]
mp-1078217,NaFeF3,[251575]
mp-1078547,YSnPt2,[649701]
mp-1078576,Cu3N,"[180238, 180237]"
mp-1078908,Ca2CdP2,[422580]
mp-1079257,YMg(NiH)4,"[169538, 169537]"
mp-1079895,Np3Si2,[647220]
mp-1080446,K2OsO6,[20438]
mp-1080702,Ba(CuSb)2,[236308]
mp-1095594,TlAgS,[605754]
mp-1095611,INO4,"[52379, 52341]"
mp-1095659,YbAlB4,"[260798, 167533]"
mp-1101787,LaSi5,"[246809, 246807]"
mp-1103934,PrAl4,[609102]
mp-1104325,Tb3Zn11,[652984]
mp-1116,Sr2Mg17,"[642861, 104875, 150736]"
mp-1180967,KFePbOF6,[72471]
mp-1182185,BaS4O,"[26198, 24715]"
mp-1182380,Ba(ClO)2,"[27980, 200938]"
mp-1188712,TiGeRu,[637762]
mp-1191125,La3AlCoS7,[606601]
mp-1191447,Pr3AlNiS7,[608833]
mp-1191905,Dy3(SiNi3)2,[630030]
mp-1192562,NdMoO4F,[427336]
mp-1193443,Nd2(Ga3Co)3,[623138]
mp-1193461,CdC4S2(NO)4,[151260]
mp-1194764,K4U3(AsO8)2,[238272]
mp-1195203,MnB2(H7N)2,[429493]
mp-1195880,Ba3MgV4O14,[194780]
mp-1196192,UCl2O13,[412810]
mp-1197378,Mn2(SeO4)3,[1340]
mp-1197545,Pr6Fe13Sb,"[604309, 658604]"
mp-1197738,CuH12C3S3BrN6,"[173726, 281647]"
mp-1197976,MnBePO5,[34893]
mp-1198078,Sm2ZrSe5,"[425081, 651904]"
mp-1199760,UH18C4N10O13,[165427]
mp-1199962,Pt(N2O3)2,[1020]
mp-1201749,Sr2As2O7,"[247643, 420300]"
mp-1202543,NaH12RuC4S2(Cl2O)2,[260732]
mp-1202688,Gd2S3O20,[73204]
mp-1202728,K2ZrSi3O11,[174569]
mp-1202907,Sb3NF10,[33234]
mp-1203168,Sn2H12C4Cl2O,[173733]
mp-1203253,S7N,"[18182, 25655]"
mp-1203715,Cs2TiP4O13,[91947]
mp-1204117,BeH12C4(SBr)2,[240744]
mp-1204740,TeAsXeO2F11,[41391]
mp-12105,RbO2,"[647341, 180564, 647338]"
mp-12271,MgSeO3,[494]
mp-14029,AgMoPO6,[27178]
mp-14048,Sr3Al2(SiO4)3,[27385]
mp-15571,K3AuSe2,[402000]
mp-15776,Zn(GaSe2)2,"[44887, 168594]"
mp-18420,Er3CrS6,[249845]
mp-18562,Na2Si2Se5,[49001]
mp-18771,Sr2CoWO6,"[245470, 190593]"
mp-18806,Ni3(BO3)2,"[2016, 31387]"
mp-18895,KCoO2,[4199]
mp-19085,Ba2MnWO6,"[51612, 189, 51610, 51613, 51607, 51611, 51609, 51608]"
mp-19373,LiVO3,"[2899, 51443]"
mp-19894,Cr2WO6,"[20314, 24793]"
mp-20055,NpSb,"[57440, 647207]"
mp-20078,Pb2O3,[23760]
mp-23045,BNCl2,"[28168, 27255, 14276]"
mp-24123,Rb(BH)6,"[20015, 98617]"
mp-24150,LiNd2HO3,"[56746, 56747]"
mp-243,KC,"[89529, 89528, 36142, 89530]"
mp-24719,NiH,[56077]
mp-27581,Pb7(ClF6)2,[10402]
mp-27653,LiAlH4,"[237827, 191838, 95203, 22247, 95202, 246421, 151758, 246420, 246422]"
mp-28377,CsGeI3,[62559]
mp-28399,H2CS3,[62403]
mp-28421,Cs2HgI4,[63110]
mp-28722,Pt(SCl3)2,[66013]
mp-28782,Na3PS4,[72860]
mp-28892,PH4N3,[74971]
mp-29002,SrMgSi2,[78999]
mp-29251,Te6Br2O11,[200007]
mp-29671,TmI2,[43731]
mp-29885,Ni10SnP3,[89578]
mp-29937,Ho5(ReO6)2,[92507]
mp-30068,CIN,[77911]
mp-30079,LiMg2Ge,[53671]
mp-30102,BaPdCl4,[411837]
mp-30344,Li2InAg,[58292]
mp-3038,Al2HgSe4,"[33827, 183502, 25638, 183396]"
mp-30403,Li2PbAu,[58528]
mp-30479,Ca3Pb,"[191270, 58921]"
mp-3285,Na2Ta4O11,"[201714, 40984]"
mp-3547,MgSiO3,"[5203, 156589, 171911, 68374, 68370, 156592, 202246, 90065, 68375, 66887, 66891, 41659, 40662, 74536, 151950, 156591, 68369, 66890, 75739, 66888, 156590, 68371, 66889, 40663, 36405]"
mp-3683,Ho3(CuGe)4,"[98335, 98336, 627701]"
mp-3834,BaZrO3,"[43136, 90049, 97460, 97462, 97461, 27048, 290002, 97459]"
mp-3869,TbBRh3,"[615320, 44565]"
mp-3931,SmSF,"[94472, 93354, 93478]"
mp-4079,Sc3AlC,"[50161, 606250]"
mp-415,IrN2,"[240755, 160623]"
mp-504692,NiTe2O5,[26533]
mp-504882,CaSb10(S3O5)2,"[30553, 2107]"
mp-505113,TiSn6F16,[71234]
mp-505232,GdNi(BO2)5,[79948]
mp-505236,V2Hg(P2O7)2,[78510]
mp-505525,Nb4Zn2C,[42938]
mp-505794,ScH6N2Cl3,[412529]
mp-505798,Na4TiSe4,[92581]
mp-510006,K3Pu(PS4)2,[94907]
mp-510041,Hf2Ni2Sn,[407546]
mp-5382,Sc6Si7Ni16,"[646477, 109117, 646501, 646488, 159262]"
mp-540926,BaCrO3,"[35459, 192940, 192939]"
mp-540934,CoHgC4(SN)4,[36062]
mp-540937,Na5La(WO4)4,"[20427, 36265]"
mp-541013,TiI4,[39820]
mp-541108,Cd2Si(P2O7)2,[49918]
mp-541352,P4S3I2,"[72517, 26485]"
mp-542140,Ta2Tl4Se11,[412581]
mp-542148,Sb2N5F11,[93111]
mp-542992,DyGa3Ni2,[106968]
mp-551798,AlPO4,[162670]
mp-552024,Li(CoO2)2,[159792]
mp-554219,U(TeO3)3,[9080]
mp-554675,SrTa2Bi2O9,[97041]
mp-554704,TiPHO5,[160167]
mp-555101,K3Co2F7,[33524]
mp-555309,CS4N2(OF)3,[72782]
mp-555344,Hf2P2O9,[416013]
mp-555672,Pu(SeO3)2,[418050]
mp-555720,Dy2Hf2(MoO4)7,[250173]
mp-556173,ZnAs2C6S12N12(OF2)6,[35210]
mp-556429,Ag2Mo3SeO12,[417617]
mp-556434,AgBi(PS3)2,[170639]
mp-556500,NClOF4,[50216]
mp-556868,SrCu2Te2(ClO3)2,[416653]
mp-556925,TiMnO3,"[184651, 158732]"
mp-557019,RbErSeCl2O3,[417404]
mp-557122,RbAu(SeO4)2,[413989]
mp-557352,CaP2Xe5F22,[171324]
mp-557830,Na2Bi5AuO11,"[164986, 74365]"
mp-557874,KAg(PO3)2,[73813]
mp-558632,KNaSO4,[26014]
mp-558638,SmMoO4F,[419247]
mp-558675,Sb2Te3MoC4(OF3)4,[62126]
mp-558759,Cd4Te6Cl6O13,[171334]
mp-558953,Bi2O3,[15752]
mp-559617,HfB2O5,[417031]
mp-559880,K2Ag6Sn3S10,[170317]
mp-559897,OsO2F3,[240331]
mp-559949,Zn3(BO3)2,[26809]
mp-559970,Cr3(P2O7)2,[72302]
mp-560101,Cr3(PO4)2,[406829]
mp-560224,H6NO2F,[28552]
mp-560233,Sr5B3BrO9,[41319]
mp-561027,AlPO4,[69357]
mp-561157,Sr3Y2(BO3)4,[54759]
mp-565434,Sr8Co8O23,[245305]
mp-567228,Na2PSe3,[415240]
mp-567534,CdI2,[9025]
mp-567752,Cs2In3,[102868]
mp-568062,DyTlSe2,"[630271, 106991]"
mp-568148,PrZn11,"[150495, 649486, 649470]"
mp-568264,SiSe2,"[27206, 24592, 651863]"
mp-568299,K2PtC4(BrN2)2,[413705]
mp-568517,TlInSe2,"[640528, 180272]"
mp-568902,Yb(CoGe)2,[623671]
mp-569013,Ho(SiAu)2,[55944]
mp-569391,ZrCl3,[43292]
mp-570534,Nd4Br9,[56762]
mp-570657,Mg2Si,"[108584, 182692]"
mp-570748,Zn13Sb10,"[159093, 159092, 170627]"
mp-571143,TiCl3,[26069]
mp-571593,CdI2,[42306]
mp-574283,GdTe,"[636464, 104137, 636473]"
mp-579071,BaEu2Mn2O7,[154573]
mp-580226,CuSe,[162904]
mp-5972,CsPd2F5,"[35284, 78777]"
mp-601322,Ba6Ge5N2,[154398]
mp-6051,K2Hg(CN)4,"[62084, 23995]"
mp-605867,CeIn7Pt2,[161312]
mp-607004,CeAsSe,[249802]
mp-608162,K2CuPb(NO2)6,[36135]
mp-6169,Ba3Ta6(Si2O13)2,"[15935, 18317]"
mp-621024,Gd6C3Cl5,[202547]
mp-6227,Ca2ZnSi2O7,"[30262, 18114, 186944]"
mp-641775,Sr19In8N7,[155930]
mp-6419,CaSi2(BO4)2,"[29547, 30296, 29550, 6254, 29546, 26491, 20590, 29548, 29549, 29545]"
mp-642331,Ca19In8N7,[155929]
mp-6441,K2PO3F,"[15691, 200441]"
mp-648117,Si2Os3C12(ClO2)6,[35400]
mp-6496,Ba2Na(CuO2)3,"[59589, 72328]"
mp-6637,MnAg4(SbS3)2,"[26141, 156765, 38360, 156766, 156764]"
mp-680477,Al2RhC4Cl7O4,[412960]
mp-683937,Ni13Sn8P3,[98523]
mp-690687,Ag2H2IOF,[32660]
mp-6977,Be3N2,[25656]
mp-6978,RbHoO2,[15160]
mp-699467,B3H12CN4O,[95435]
mp-7143,BaPuO3,[43768]
mp-7298,Li(CuP)2,"[181810, 247090, 2734]"
mp-735568,Na4Co3P4(H3O4)6,[90918]
mp-738639,Ba14Ir8(PdO11)3,[96585]
mp-745016,MnH(CO)4,[10297]
mp-754844,Na2IrO3,[187130]
mp-757019,LiFePO4,"[246857, 246855]"
mp-7825,K2GeF6,[24026]
mp-8278,Ba(MgP)2,[30914]
mp-849797,B6H10C2SBr,[281421]
mp-9060,RbPdF3,[73166]
mp-912,LaPt2,"[104700, 641696, 641702, 641687]"
mp-916,DyPt2,"[103355, 630129]"
mp-978252,Ce2Zn17,[622325]
mp-10128,ThGe2,"[44500, 638043]"
mp-1018825,NdPbAu,[612219]
mp-1020632,RbB3O5,[424931]
mp-10212,ScGe2,"[637830, 76342, 637839]"
mp-1025213,InPPt5,[640194]
mp-1064469,YbNiC2,[618600]
mp-1069526,Ce3InC,[76770]
mp-1071278,CaSnAu,[195943]
mp-1071627,LaSiNi4,[290732]
mp-1077235,SmO2,[425018]
mp-1079382,YMg7,[164598]
mp-1079782,Cu(N3Cl)2,[22239]
mp-1102153,BaFe2Se3,"[290596, 290594]"
mp-1102558,TmNiP,[646168]
mp-1102757,HoGaPt,[634398]
mp-1104008,NdGa6,"[634807, 634808, 634810, 634797]"
mp-1104569,Yb(GaS2)2,[635290]
mp-1104658,Sm(Re2Si)2,[650115]
mp-1104975,Lu(FeSn)6,[632480]
mp-1105382,Na2CaC2O3,[5468]
mp-1106219,Zr5AlPb3,[604194]
mp-1172870,K2Ho4Cu4S9,[97563]
mp-1189013,K2Pt(N2O5)2,[73487]
mp-1189370,Ce2Zn2Sn2H3,[181987]
mp-1189748,Lu2Te3,[642620]
mp-1190157,Ba3(AlPt)4,[239082]
mp-1191845,Y2Co17H3,[656645]
mp-1193153,NaAlCr2O10,[200011]
mp-1193566,Tm2S3,[651283]
mp-1194768,Tm3Ge13Pt4,[194185]
mp-1195576,CoSb3XeF23,[430811]
mp-1195700,Na3HoSi2O7,[430194]
mp-1195752,Sr7Cu44As23,[251516]
mp-1196446,Li3AsH16(SO2)4,"[188667, 426208]"
mp-1196808,Mg3B2SO14,[23015]
mp-1196975,Ho2Fe17,"[632309, 658457, 632328, 632292, 656484, 658456, 657162, 617741, 603929, 632325, 632283, 656492, 602445, 189332, 632327]"
mp-1198692,Ti5Ge4,"[191495, 425837]"
mp-1199164,BiP4NO12,[62235]
mp-1200504,Ga4H12C15O31,[249425]
mp-1200698,P4H36W(C6Cl)2,[185488]
mp-1201500,CaFe5P5O22,[74044]
mp-1201549,FeSb6(Pb2Se7)2,[424710]
mp-1201622,BPBr6,[411194]
mp-1202208,Rb2PtBr4O,[100154]
mp-1203441,Si8C3Cl20,[73126]
mp-1203550,Tm11Ge10,[638059]
mp-1203616,Y6Al43Cr4,[658843]
mp-1204495,Tb2Ge(BO4)2,[168966]
mp-1204581,MoCl2O3,[34736]
mp-1204807,Er2Re3Si5,[630998]
mp-1205437,As(IF3)2,[63300]
mp-15958,Nb3VS6,"[645340, 645338, 42650]"
mp-1620,Si2W,"[71501, 96024, 26869, 73599, 652548, 652556, 652560, 652553, 652559]"
mp-16998,Ba2Nb6Te2O21,[405107]
mp-18659,SrCo2(PO4)2,[73960]
mp-18805,Sr2CoMoO6,"[153545, 181514, 153544, 153546]"
mp-19498,KCrPO4F,[39440]
mp-19893,PbCO3,"[247492, 36554, 190074, 166089, 6178, 247493, 36164, 247490, 247491, 56101]"
mp-20096,MnSnF6,[25010]
mp-20119,PtO2,[77654]
mp-20278,Fe(BMo)2,[44292]
mp-21294,Y2In,"[640694, 108567]"
mp-21297,LiSn4Ru,[412250]
mp-2162,Er6Fe23,"[604045, 103218, 630445, 630405, 630435, 103217, 630446, 103219, 603930]"
mp-22227,ZrMnSi,"[643708, 76236]"
mp-22296,V5(PbO6)2,"[94438, 94439]"
mp-22973,NaMnBi,"[601587, 60737, 60738, 60736, 616814]"
mp-23496,CsAg2I3,"[14202, 150308]"
mp-2367,LaC2,"[618153, 236844, 26587, 236840, 236842, 236841, 618162, 236851, 236846, 236849, 42897, 618167, 56161, 74667, 618168, 236847, 69887, 236848, 236839, 236843, 618147, 618170, 618156, 602553, 236852, 236850, 236845, 618158]"
mp-24147,AcH2,[56392]
mp-24971,BaDyFe2O5,[99611]
mp-2501,BMo2,"[614804, 24278, 614814, 42527, 191906]"
mp-27288,RuXeF7,[9303]
mp-27437,Zr(IO3)4,[15405]
mp-28146,LiGa5O8,[33716]
mp-28467,Cs2Cu5Se4,[54101]
mp-28511,Zr2P,[40282]
mp-28957,NiP4O11,[79697]
mp-29027,TaI2O,[80109]
mp-29215,Te4P2O13,[100151]
mp-29306,B5(H2N)2,[201434]
mp-29361,K2U2O7,[202984]
mp-29460,Tl3PdCl5,[202337]
mp-29550,Ba2EuCl7,[408502]
mp-30082,Ni19Ge12,[53749]
mp-30337,Al5W,[58206]
mp-31093,Dy2CoSi2,[99213]
mp-31175,CeMg2Ag,[57373]
mp-31330,NdInRh,[59430]
mp-4034,LaTe2Se,"[413171, 413173]"
mp-411,ErCo3,"[622822, 172408, 622722, 172411, 622824, 102363, 657283, 622727, 172409, 622769, 602919, 602900, 622753, 657281, 622821, 622746]"
mp-4304,SmSnAu,"[245763, 416418]"
mp-4552,ErInCu2,"[102886, 102885]"
mp-4727,Ba(SbSe2)2,[32040]
mp-4995,LiSbO3,"[39574, 203032, 24051]"
mp-505249,Th(NiP)2,[74786]
mp-541772,Bi4RuBr2,[406951]
mp-548170,U3O8,[38146]
mp-5517,Tb(NiP)2,"[88182, 88181, 646159]"
mp-552131,CsClO2,[162803]
mp-552162,Sr2FeReO6,[150702]
mp-554273,AlPO4,[69358]
mp-554389,Ta3(BiS3)2,"[108123, 74697]"
mp-555296,YbTaO4,[95210]
mp-555302,CsFeF3,"[410387, 67169]"
mp-555594,ZnS,[42990]
mp-555736,BaHg2(ClO)2,[77509]
mp-555840,K2PO4,[418250]
mp-555885,SrV4(AgO6)2,[161371]
mp-556836,Na2EuC(OF)3,[75256]
mp-557086,TmMoO4F,[419254]
mp-557233,AlTlF4,[202455]
mp-557464,MoSeCl7O,[410101]
mp-557539,MoF3,"[26629, 68527]"
mp-557672,Ga2Pb2S5,[23264]
mp-558125,BaTiO3,[55221]
mp-558267,NaLiSiB3HO8,[249311]
mp-559248,VH10N2(OF2)2,[20888]
mp-559432,CF2,[151184]
mp-559455,C2SNCl2F5,[417110]
mp-559518,Li2FeSiO4,"[261336, 261339]"
mp-559792,Nd2As6Xe5F46,[93881]
mp-560019,K2Ge3(BO5)2,[260114]
mp-560297,LiTaSiO5,[39648]
mp-560742,Ba2TeP2O9,[416032]
mp-560789,SbI(ClF3)2,[15526]
mp-562735,Cs5FeO4,[414482]
mp-567197,YSnAu,[415826]
mp-567492,Ce2WC2,[417669]
mp-568024,ICl,[23886]
mp-568523,LiBH2,[153289]
mp-569151,MnGaPt,[103807]
mp-570136,CuI,[30363]
mp-571167,NdNiSb3,[150405]
mp-571438,Be12V,"[150600, 616492, 616493]"
mp-571561,Sm(NiSn)2,[646729]
mp-571575,Pr5(CBr4)2,[418975]
mp-604583,RbH5C7SO5,[20950]
mp-608239,Cu8Ge5C4(S2N)8,[260104]
mp-624397,SiC,[161172]
mp-6274,Mn3Cr2(SiO4)3,"[77436, 27379]"
mp-636654,LaTiNbBi2O9,[97897]
mp-638686,AgNO3,"[201605, 26638, 28103]"
mp-642735,Rb2H4Pt,[68081]
mp-643004,SrMg2FeH8,"[657712, 71996]"
mp-645514,Bi12Rh3Br2,"[245518, 51491]"
mp-6456,LiNbGeO5,"[39464, 40536]"
mp-645799,VP2Pb2O9,[249142]
mp-647812,Cr(CO)6,"[1991, 8286, 15355, 59895]"
mp-649833,Tb15(Ni4P3)7,[39723]
mp-650049,SbC(N3Cl2)3,[48160]
mp-651347,K3Mo3Se14,[63695]
mp-652048,OsC4ClO4,[40254]
mp-6571,BaCuAs2O7,"[82625, 80329]"
mp-6669,Sr5P3O12F,"[160666, 95737, 163792, 262703]"
mp-667320,SeCl4,[15583]
mp-667327,Ag2Pb8Cl4O7,[74853]
mp-680671,Mg4Zn7,[104899]
mp-683904,Yb2Te5O13,[413668]
mp-695929,Cs3B6H12S4Br,[69972]
mp-696795,Cu2H3NO6,"[31353, 78099, 78098]"
mp-696886,KH(CN2)3,[35594]
mp-697683,PH8N3O2,[85420]
mp-699457,Na2ZnGe2(HO2)4,[93528]
mp-699932,Ba3Li2Mo4P6(ClO14)2,[51212]
mp-707041,PH10SN3O2,[26172]
mp-707310,K2Zn3P4(HO3)4,[65827]
mp-7089,KMgSb,[41709]
mp-7189,AlPd,"[609044, 58114]"
mp-722263,ZrH14C2(N4F3)2,"[39348, 59809, 59810]"
mp-723480,BaZn3P4(H7O9)2,[65828]
mp-738670,H5C2NO3,[109975]
mp-743,RbN3,"[34272, 644650, 34273, 25007]"
mp-746692,K2Co3P4(HO4)4,[68997]
mp-862840,Pr11In9Ni4,[167628]
mp-866688,Cs4P2PdSe8,[165313]
mp-8866,La10Se19,[69730]
mp-9563,Li2Sb,[100020]
mp-9753,Na2NbF6,[201756]
mp-979428,YEr4Al15,[607439]
mp-1008559,BP,[615155]
mp-1008820,PdN2,[191246]
mp-1009494,NpN,[183128]
mp-1009837,TcC,[183167]
mp-1017982,TlN,"[644794, 186556]"
mp-1018116,NbInSe2,[640056]
mp-1018676,CeSbAu,[603059]
mp-1018764,Li3HoSb2,[191302]
mp-1019555,BaNaLi3(BO2)6,[423774]
mp-1020634,SrMgB2O5,[237060]
mp-1068583,Hg(NCl)2,[15958]
mp-1072340,K4NO,[181894]
mp-10780,RbSmSe2,[281071]
mp-1078499,Er3(CoGe2)2,[622806]
mp-1078558,NaCl3,"[190540, 190539]"
mp-1078938,YAl2Pd5,"[182835, 182836]"
mp-1079112,Y2InPd2,[658303]
mp-1079427,Na2CuO2,[422751]
